name,platform,size_kb,lines,blocks,n_inputs,indicators,open_blocks,pending,close_blocks,raw_trade_calls,has_sl,has_tp,lot_escalation,flags,n_copies,path,concept
(Oh) Supply Demand indy V07B,mq4,413,16131,114,12,iAC;iATR,2,0,0,1,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.2 EA test\June 24\New folder\(Oh) Supply Demand indy V07B.mq4,zone_sr
(Oh) Supply Demand indy V09,mq4,417,16264,122,13,iAC;iADX;iATR,2,0,0,1,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\(Oh) Supply Demand indy V09.mq4,zone_sr
(Oh) Supply Demand indy Hedging  V07,mq4,446,17523,130,17,iAC;iATR;iRSI;iSAR,2,0,0,1,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\(Oh) Supply Demand indy Hedging  V07.mq4,zone_sr
(oh) TP Revenge v06,mq5,324,12695,61,8,iADX;iRSI,2,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh) TP Revenge v06.mq5,session_time
(Oh) ZZ EA V05A,mq5,356,14042,74,8,iADX;iSAR,2,0,2,4,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(Oh) ZZ EA V05A.mq5,session_time
(Oh) ZZ EA V05B,mq5,356,14052,74,9,iADX;iSAR,2,0,2,4,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(Oh) ZZ EA V05B.mq5,session_time
(oh)  Bot V00,mq5,309,12216,63,13,iATR;iMA;iVolumes,4,0,0,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh)  Bot V00.mq5,trend_follow
(OH)  Fibo Harmonic Pattern V01A,mq5,559,22567,240,8,iAC,2,0,2,4,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\(OH)  Fibo Harmonic Pattern V01A.mq5,harmonic_fib
(OH)  Fibo Harmonic Pattern V03_01,mq5,596,24111,268,11,iAC,2,0,2,4,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-08\(OH)  Fibo Harmonic Pattern V03_01.mq5,harmonic_fib+session_time
(oh)  Partial Arbitage add on lossing V03D,mq5,423,17051,121,11,iADX,6,0,6,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(oh)  Partial Arbitage add on lossing V03D.mq5,session_time
(oh)  Partial Arbitage add on lossing V03F,mq5,459,18703,131,11,iADX,6,0,6,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(oh)  Partial Arbitage add on lossing V03F.mq5,session_time
(oh)  Partial Arbitage add on lossing V04,mq5,461,18793,134,11,iADX,6,0,6,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(oh)  Partial Arbitage add on lossing V04.mq5,session_time
(OH) Price Action - Trend Line -Fibo -Martingale  V20,mq5,375,14836,104,28,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(OH) Price Action - Trend Line -Fibo -Martingale  V20.mq5,harmonic_fib+session_time
(OH) Price Action - Trend Line -Fibo -Martingale  V20,mq5,373,14845,113,28,iATR,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(OH) Price Action - Trend Line -Fibo -Martingale  V20.mq5,harmonic_fib+session_time
(OH) Recovery Hedging System with SL V02CC,mq5,309,12313,63,8,iBands;iMA,4,0,1,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(OH) Recovery Hedging System with SL V02CC.mq5,session_time+grid_basket
(OH) Recovery Hedging System with SL V04,mq5,296,11743,58,9,iBands;iMA,4,0,2,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\(OH) Recovery Hedging System with SL V04.mq5,session_time+grid_basket
(OH) Recovery Hedging System with SL V05,mq5,306,12109,63,12,iADX;iBands,4,0,4,4,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.3 wait for test\(OH) EA\(OH) Recovery Hedging System with SL V05.mq5,session_time+grid_basket
(Omam) IFX HMA Indy V.25,mq4,286,10663,39,11,iMA;iSAR,4,0,2,1,yes,yes,yes,LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\(Omam) IFX HMA Indy V.25.mq4,trend_follow
(POP)ABC-003,mq5,761,30057,412,47,iBands;iRSI;iSAR;iStochastic,12,0,13,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(POP)ABC-003.mq5,trend_follow+grid_basket
(PrinnbotX) G Scalping (Exness) (24) (9),mq5,527,20577,147,22,iATR;iMACD;iSAR;iStochastic,12,0,3,4,yes,yes,no,,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\(PrinnbotX) G Scalping (Exness) (24) (9).mq5,scalping
(PrinnbotX) G Scalping (Gold) (18),mq5,468,18218,120,21,iATR;iSAR;iStochastic,10,0,2,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\(PrinnbotX) G Scalping (Gold) (18).mq5,scalping
(Rhyme) 01. Reversal Price Action_ Long Wick,mq4,266,10038,42,26,iADX;iMA;iSAR,2,0,0,1,unknown,no,no,SL_UNKNOWN,4,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\(Rhyme) 01. Reversal Price Action_ Long Wick.mq4,reversion+grid_basket
(Rhyme) Bollinger Break Range,mq5,285,10975,41,11,iBands,2,0,1,4,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Rhyme) Bollinger Break Range.mq5,breakout
(Rhyme) MACD Snow Ball,mq5,510,19109,153,37,iMACD;iSAR,15,13,7,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Rhyme) MACD Snow Ball .mq5,session_time+grid_basket
(Rhyme) Range Breakout-Pending,mq5,251,9445,23,14,iMA;iSAR,2,2,0,4,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Rhyme) Range Breakout-Pending.mq5,breakout
(Rhyme) Stochastic,mq5,261,9871,26,17,iMA;iSAR;iStochastic,2,0,0,4,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Rhyme) Stochastic.mq5,reversion
(Rhyme) Volume,mq5,266,10082,30,15,iMA;iSAR;iVolumes,2,0,0,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Rhyme) Volume.mq5,trend_follow
(Rhyme) Volume-2,mq5,269,10191,30,15,iMA;iSAR;iVolumes,2,0,0,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Rhyme) Volume-2.mq5,trend_follow
(Rhyme)  Candles pattern-12 MM,mq5,729,28032,447,136,iADX;iMA;iSAR,24,0,2,4,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Rhyme)  Candles pattern-12 MM.mq5,candle_pattern+breakout
(Rhyme)  Candles pattern-14,mq5,692,26123,396,159,iADX;iMA;iSAR;iVolumes,28,0,0,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Rhyme)  Candles pattern-14.mq5,candle_pattern+breakout
(Rhyme)  In&Out Side Bar,mq5,871,32947,502,61,iMA;iMACD;iSAR,58,58,15,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\(Rhyme)  In&Out Side Bar.mq5,session_time+grid_basket
(Rhyme) Frog (X6)1.0,mq5,792,29548,435,224,iMA;iSAR,36,0,0,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Rhyme) Frog (X6)1.0 .mq5,candle_pattern
"(Rhyme) Sniper (Breakout, Reversal, Order Block)",mq5,380,14170,74,30,iATR;iMA;iRSI;iSAR,4,2,1,4,unknown,no,no,SL_UNKNOWN,2,"D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\(Rhyme) Sniper (Breakout, Reversal, Order Block).mq5",smc+breakout
(RM)Closing Scalping V.1.5.2(Terminate),mq5,296,11635,51,9,,4,0,4,4,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(RM)Closing Scalping V.1.5.2(Terminate).mq5,session_time+scalping
(Sith-EA) 3EMA Recovery V2.1,mq5,395,15632,89,11,iMA,10,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Sith-EA) 3EMA Recovery V2.1.mq5,grid_basket
(ST) all ep3 opb 88,mq4,378,14525,101,21,iMA;iSAR,4,0,3,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\(ST) all ep3 opb 88.mq4,trend_follow
(ST) all ep3 opb 88 (8),mq4,376,14417,99,21,iMA;iSAR,4,0,3,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\(ST) all ep3 opb 88 (8).mq4,trend_follow
(ST) EA03 Count MACD v1,mq5,308,12317,70,9,iMACD,4,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\ea_projects\(ST) EA03 Count MACD v1\(ST) EA03 Count MACD v1.mq5,session_time+dashboard_tool
(ST)BB & Insidebar Price Action(Gold H4),mq4,207,8034,31,9,iBands,10,10,0,1,yes,yes,no,,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(ST)BB & Insidebar Price Action(Gold H4).mq4,candle_pattern
(ST)Candle lot 2 (2),mq4,542,21286,181,25,iMA;iSAR,12,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\(ST)Candle lot 2 (2).mq4,trend_follow
(ST)EMA zone Pullback,mq4,203,7920,30,4,iMA,2,0,0,1,yes,yes,no,,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\(ST)EMA zone Pullback.mq4,reversion
(ST)False signal Gold scalping M15,mq4,222,8576,31,4,iHighest;iLowest,2,0,0,1,yes,yes,no,,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\(ST)False signal Gold scalping M15.mq4,scalping
(ST)Grid Dynamic(SD+ATR),mq5,287,11247,44,6,iATR;iMA;iStdDev,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\(ST)Grid Dynamic(SD+ATR).mq5,grid_basket
(ST)Headging mode,mq4,290,11357,62,9,iMA,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\(ST)Headging mode.mq4,trend_follow
(ST)MACD Higher Lower V1,mq4,326,12828,195,19,iMACD,0,0,0,0,no,no,no,,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\(ST)MACD Higher Lower V1.mq4,indicator_generic
(ST)Open day signal Gold scalping,mq4,224,8631,32,4,iHighest;iLowest,2,0,0,1,yes,yes,no,,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\(ST)Open day signal Gold scalping .mq4,scalping
"(ST) Price Action - Trend Line -Fibo -Sniper V1,2(Flippy-fixpip)",mq4,426,17145,174,25,iCustom;iHighest;iLowest,4,0,2,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,"D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\(ST) Price Action - Trend Line -Fibo -Sniper V1,2(Flippy-fixpip).mq4",harmonic_fib+grid_basket
(Tanakorn) Fibo QM Advance    V14,mq5,465,17245,115,27,iMA;iSAR,38,28,4,4,yes,yes,no,,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\0. Not work\(Tanakorn) Fibo QM Advance    V14.mq5,harmonic_fib+session_time
(Tanakorn) Fibo QM Advance    V16,mq5,465,17245,115,27,iMA;iSAR,38,28,4,4,yes,yes,no,,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\0. Not work\(Tanakorn) Fibo QM Advance    V16.mq5,harmonic_fib+session_time
(teets)A,mq4,209,8047,17,8,,2,0,0,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\(teets)A.mq4,scalping+grid_basket
(teets)B,mq4,240,9287,33,6,,4,0,0,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\(teets)B.mq4,grid_basket
(tik) test workshop32 v.2,mq5,195,7532,5,8,iRSI,2,0,0,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\(tik) test workshop32 v.2.mq5,reversion
(tik)AI gen Workshop1,mq4,217,8519,34,11,iADX;iMA,1,0,0,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\(tik)AI gen Workshop1.mq4,trend_follow
(tik)AI gen Workshop1 ver.fix,mq4,298,11730,67,16,iADX;iATR;iMA,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\(tik)AI gen Workshop1 ver.fix.mq4,trend_follow
(tik)AI Meet1,mq4,172,6807,9,8,iADX;iMA,1,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\(tik)AI Meet1.mq4,trend_follow
(  Niyombot )  Supermax User 2041163,mq5,234,9175,22,2,iAC,1,0,1,4,no,yes,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\(  Niyombot )  Supermax User 2041163.mq5,indicator_generic
1-1-3,mq5,411,13540,44,11,iATR;iBands;iRSI,4,0,2,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,6,D:\Forex\10_EA_PROJECTS\0. Jobot\1000+ EA BOT MOGUL Bundles\MT4 (ex4)\Forex\1\1-1\1-1-3\1-1-3.mq5,candle_pattern+reversion
11198621,mq5,332,12841,56,8,,9,7,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,8,D:\Forex\01_INBOX_NEW\11198621.mq5,dashboard_tool
143 E4.5 Grid  (1),mq5,427,16516,123,35,iATR;iEnvelopes;iMA,6,0,5,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\143 E4.5 Grid  (1).mq5,session_time+grid_basket
143 E4.7.3 By ARO,mq5,442,17167,135,25,iEnvelopes;iMA;iRSI,6,0,6,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\143 E4.7.3 By ARO.mq5,session_time+grid_basket
143 E4.7.4 v1,mq5,459,17895,146,23,iEnvelopes;iMA;iRSI,6,0,6,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\Forex\20_Selected EA\Advisors\143 E4.7.4 v1.mq5,session_time+grid_basket
143 E4.7.4 v2,mq5,469,18348,153,23,iEnvelopes;iMA;iRSI,6,0,6,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\143 E4.7.4 v2.mq5,session_time+grid_basket
143 MA  M5 RV4,mq4,417,16205,136,23,iMA,6,0,6,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\143 MA  M5 RV4.mq4,session_time+grid_basket
143 Scalping Ema Multi TF by Korn,mq5,418,16134,117,34,iATR;iMA,6,0,5,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\143 Scalping Ema Multi TF by Korn.mq5,session_time+scalping
143v12,mq5,385,14990,100,23,iMA,6,0,0,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\143v12.mq5,trend_follow
2025 magicNo.0 White Paper (Ghost Bot 01 G07 (1)),mq5,374,14563,84,9,iEnvelopes,6,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP;TIMELOCK,2,D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\2025 magicNo.0 White Paper (Ghost Bot 01 G07 (1)).mq5,indicator_generic
4.ANS - Sunday Morning XAUUSD All+4.55,mq4,352,13291,80,9,,13,11,2,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.1 review EA\0. Not work\4.ANS - Sunday Morning XAUUSD All+4.55.mq4,dashboard_tool
43.Fast Shot Arbitrage 6.6.68,mq5,718,28179,392,38,iATR;iSAR,40,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\43.Fast Shot Arbitrage 6.6.68.mq5,correlation_pair+session_time
4ma_romanticstlye_mql5_v1.2_gbpusd_set1,mq5,373,14372,116,46,iMA,12,0,9,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\4ma_romanticstlye_mql5_v1.2_gbpusd_set1.mq5,session_time+trend_follow
69 N0.12,mq5,310,11854,51,28,iMA;iRSI,4,0,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\69 N0.12.mq5,reversion
917_MarcoreX _Phase _BM_V3.1,mq5,1397,53550,1009,111,iADXWilder;iATR;iFractals;iMA;iMACD;iRSI;iSAR;iStochastic,32,0,7,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\917_MarcoreX _Phase _BM_V3.1 .mq5,trend_follow
97X Grid Lot Full   v1.4,mq4,348,13760,63,15,iATR,4,0,2,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\97X Grid Lot Full   v1.4.mq4,grid_basket
97X Recovery Hedging SL Lot plus,mq4,493,19907,199,17,iBands;iMA;iSAR,22,0,3,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\97X Recovery Hedging SL Lot plus.mq4,grid_basket
[189] - MGS[FastClose],mq5,276,10685,48,14,iRSI,6,0,0,5,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,4,D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-08\[189] - MGS[FastClose].mq5,reversion+scalping
[AIGen-Order] CandlePercent V1.0,mq4,245,9270,37,45,iBands;iRSI;iStochastic,2,0,0,1,yes,yes,no,,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA10\[AIGen-Order] CandlePercent\[AIGen-Order] CandlePercent V1.0.mq4,reversion
[AIGen-Order] TMA V1.0,mq4,252,9449,36,17,iCustom,4,0,0,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA10\[AIGen-Order] TMA\[AIGen-Order] TMA V1.0.mq4,indicator_generic
[AIGen] Hurst Trend KeepLast V1.0,mq5,403,15504,116,36,iAC;iATR;iMACD,4,0,0,4,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\003 - Hurst Trend KeepLast\[AIGen] Hurst Trend KeepLast V1.0.mq5,indicator_generic
[AIGen] Hurst Trend Strategy V1.0,mq5,307,11488,56,31,iATR;iMACD,4,0,0,4,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\001 - Hurst Trend Strategy\[AIGen] Hurst Trend Strategy V1.0.mq5,indicator_generic
[AIGen] Martingale Template,mq4,259,9806,53,28,iATR;iBands,4,0,0,1,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\[AIGen] Martingale Template.mq4,grid_basket
[AIGen] Martingale Template,mq5,287,10885,53,28,iATR;iBands,4,0,0,4,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\[AIGen] Martingale Template.mq5,grid_basket
[AIGen] Template,mq4,115,4201,12,7,,0,0,0,0,no,no,no,,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\[AIGen] Template.mq4,unclassified
[AIGen] Template,mq5,125,4497,12,7,,0,0,0,2,no,no,no,,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\[AIGen] Template.mq5,unclassified
[AIGen] VZO BEV V1.0,mq5,386,14710,106,38,iATR;iBands;iMA,4,0,0,4,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\009 - VZO BEV\[AIGen] VZO BEV V1.0.mq5,reversion
[AIGen] VZO Hedge V1.0,mq5,324,12247,66,28,iATR;iMA,10,8,2,4,unknown,yes,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\010 - VZO Hedge\[AIGen] VZO Hedge V1.0.mq5,grid_basket
[AIGen] VZO V1.0,mq5,315,11823,58,33,iATR;iBands;iMA,4,0,0,4,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\008 - VZO\[AIGen] VZO V1.0.mq5,reversion
[AIGen]Chaos Theory BEV V1.0,mq4,324,12479,93,35,iATR;iAlligator;iBands;iFractals,4,0,0,1,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\004 - Chaos Theory BEV\[AIGen]Chaos Theory BEV V1.0.mq4,reversion
[AIGen]Chaos Theory Strategy V1.0,mq4,281,10750,71,34,iATR;iAlligator;iBands;iFractals,4,0,0,1,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\002 - Chaos Theory Strategy\[AIGen]Chaos Theory Strategy V1.0.mq4,reversion
[AIGen]Volatility Rider BEV V1.0,mq4,346,13178,108,39,iATR;iBands;iMA;iRSI,4,0,0,1,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\006 - Volatility Rider BEV\[AIGen]Volatility Rider BEV V1.0.mq4,reversion
[AIGen]Volatility Rider Hedge V1.0,mq4,295,10951,68,40,iATR;iMA;iRSI,10,8,2,1,unknown,yes,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\007 - Volatility Rider Hedge\[AIGen]Volatility Rider Hedge V1.0.mq4,reversion+grid_basket
[AIGen]Volatility Rider Hedge V1.0,mq5,324,12067,68,40,iATR;iMA;iRSI,10,8,2,4,unknown,yes,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\007 - Volatility Rider Hedge\[AIGen]Volatility Rider Hedge V1.0.mq5,reversion+grid_basket
[AIGen]Volatility Rider V1.0,mq4,305,11513,86,38,iATR;iBands;iMA;iRSI,4,0,0,1,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\AI workshop4\ea\005 - Volatility Rider\[AIGen]Volatility Rider V1.0.mq4,reversion
[Boss] Gold Robot Scalping Time Bomb,mq5,311,11564,43,9,,6,2,0,4,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) Gold Robot Scalping Time Bomb\[Boss] Gold Robot Scalping Time Bomb .mq5,scalping
[F] AI gen Workshop1,mq4,294,11630,64,14,iADX;iATR;iMA,4,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\[F] AI gen Workshop1.mq4,trend_follow
[F] AI gen Workshop1 (1),mq4,306,12030,67,14,iADX;iATR;iMA,4,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\[F] AI gen Workshop1 (1).mq4,trend_follow
[F] AI gen Workshop1_2,mq4,292,11526,63,14,iADX;iATR;iMA,4,0,0,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\[F] AI gen Workshop1_2.mq4,trend_follow
[fluke] AI gen Workshop3,mq4,192,7500,13,9,iAO;iATR;iMA,2,0,0,1,yes,yes,yes,LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\[fluke] AI gen Workshop3.mq4,trend_follow
